2.271838903427124023e+00,8.758754097908855174e-01
1.619559049606323242e+00,8.487402864043952500e-01
9.529291987419129528e-01,1.134529671547385599e+00
1.009992599487304910e+00,3.062348557691487172e-01
5.887439846992492676e-01,1.165791193509818191e+00
6.802809834480285645e-01,1.353912512330838869e+00
4.273129999637603760e-01,8.590683937607132004e-01
6.998339891433715820e-01,1.060264800329471457e+00
4.410580098628997248e-01,1.417386793307614079e+00
5.408580303192138672e-01,8.870886842959507801e-01
7.528159022331237793e-01,1.077289301572053937e+00
5.274289846420288086e-01,9.949821744936991896e-01
1.964309960603713989e-01,1.715017587512821517e+00
4.671179950237273615e-01,1.011710563180421740e+00
5.547019839286804199e-01,9.384982494617658544e-01
8.850799798965454102e-01,1.272538217851877818e+00
2.138541936874389648e+00,9.416109011022965047e-01
6.092389822006225586e-01,1.099472773707202089e+00
7.129009962081909180e-01,1.614255923077972055e+00
3.648749887943267267e-01,7.006627406061762819e-01
5.899639725685120739e-01,9.602091072513769809e-01
5.155799984931945801e-01,9.909446339052147001e-01
9.922652840614319958e-01,1.105781076672976759e+00
1.047405958175659180e+00,1.013188762263094400e+00
7.252134084701538086e-01,9.316794400600366677e-01
3.731540143489837646e-01,8.616193015701004709e-01
4.757589995861053467e-01,1.199341332385946979e+00
3.424789905548095703e-01,9.587399088310364359e-01
2.017119973897933960e-01,1.095268581887328674e+00
9.968400001525878906e-01,9.358348811234290521e-01
7.147979736328125000e-01,1.022763964244319812e+00
6.598609685897827148e-01,1.010715056744360796e+00
1.405602574348449707e+00,9.386076752990023531e-01
5.991539955139160156e-01,8.034564858546654476e-01
8.065109848976135254e-01,1.111264182738298523e+00
5.833169817924499512e-01,1.463378407038191442e+00
7.861356735229492188e-01,1.028582482267730525e+00
1.794924020767211914e+00,7.217851238146170134e-01
7.979059815406799316e-01,6.937988087968109951e-01
5.163450241088867188e-01,1.281271025360989357e+00
8.763459920883178711e-01,7.358097655411988125e-01
3.526079952716827393e-01,8.991116449196150384e-01
4.273239970207214355e-01,1.135830488767902269e+00
7.610700130462646484e-01,1.104215988028064643e+00
1.040465950965881126e+00,1.231272801338314959e+00
8.856300115585327148e-01,8.464559784853956659e-01
5.889170169830322266e-01,9.846408573455300850e-01
7.707089781761169434e-01,1.083954839908839896e+00
5.497890114784240723e-01,8.656994594440168278e-01
6.790698766708374023e-01,1.024291178132574975e+00
7.805925011634826660e-01,9.354122287765834765e-01
1.158666014671325684e+00,9.833608801237290198e-01
8.721716403961181641e-01,1.048858279810753968e+00
6.048160195350646973e-01,8.859767964966707154e-01
1.565044999122619629e+00,1.643208058788006687e+00
6.543220281600952148e-01,1.065165903074326348e+00
1.019487023353576882e+00,1.294241584861107075e+00
7.356550097465515137e-01,8.437486588781090147e-01
7.574622035026550293e-01,1.024820305808425536e+00
8.811730146408081055e-01,1.010032051288883181e+00
8.849580287933349609e-01,1.067936141106055281e+00
8.084459900856018066e-01,8.289663405189270362e-01
1.129655003547668457e+00,1.131857355502018603e+00
7.403799891471862793e-01,6.404318070048116152e-01
9.269612431526185192e-01,1.235313264265535338e+00
1.218243002891540305e+00,8.829416242946569460e-01
3.990249931812286377e-01,9.708276953430018397e-01
6.109709739685058594e-01,1.139198559009139800e+00
7.899720072746276855e-01,8.726376049431576742e-01
6.398169994354248047e-01,1.286071979833563583e+00
1.116701006889343262e+00,1.006814438459799677e+00
5.032150149345397949e-01,8.517144196022334857e-01
9.551209807395936169e-01,1.191063660561714199e+00
1.680999040603637695e+00,8.257587765984318873e-01
7.800469994544982910e-01,5.932096884385910096e-01
1.057572960853576882e+00,1.468147727744071984e+00
1.006701946258545144e+00,6.429122975025151066e-01
8.943279981613160290e-01,8.894289127559276142e-01
3.339664936065673828e+00,1.020518715907563934e+00
1.388463973999023438e+00,3.260931067760556301e-01
1.530205488204956055e+00,1.465225235873294007e+00
1.328132033348083496e+00,7.447080022001165145e-02
1.071274042129516602e+00,1.003048105731173534e+00
5.731109976768493652e-01,9.138005330412136695e-01
7.516850233078002930e-01,1.161622724841641086e+00
4.773139953613281250e-01,1.114983562096258485e+00
5.709800124168395996e-01,9.141861979900097745e-01
8.770678043365478516e-01,9.745940725357895573e-01
7.424970269203186035e-01,9.992762576619507175e-01
8.187379837036132812e-01,9.634460692933277670e-01
1.206400990486145020e+00,8.598753973271011652e-01
1.039423942565917969e+00,8.852307289052617767e-01
1.788149356842041238e+00,9.048041093300754900e-01
6.484749913215637207e-01,3.425593173446038198e-01
1.694116115570068359e+00,1.850475029449640596e+00
2.537543058395385742e+00,2.462314255299051513e-01
1.891402959823608176e+00,1.569709171442737361e+00
1.257205009460449219e+00,1.690149697576769583e+00
1.209768056869506836e+00,-8.721556820601952809e-02
1.219037055969238503e+00,8.188749578253621264e-01
1.373784780502319114e+00,7.764349777799443020e-01
1.206277012825012207e+00,6.670309598142654117e-01
1.326927900314331055e+00,8.991719596832904449e-01
7.780900001525878906e-01,6.970197441298212615e-01
1.068904995918274148e+00,1.165311545615363986e+00
7.130650281906127930e-01,7.757596399799712161e-01
1.142132997512817383e+00,1.058001430148041822e+00
8.417040109634399414e-01,7.675668597599868415e-01
4.040270149707794189e-01,1.052939860361578273e+00
7.453827857971191406e-01,1.293261679050158097e+00
6.674619913101196289e-01,9.032152466656707679e-01
5.991179943084716797e-01,1.219596494099232764e+00
1.111775994300842507e+00,1.246448679250919733e+00
7.566530108451843262e-01,9.134653886900988562e-01
5.684260129928588867e-01,9.652836532018139737e-01
1.201630949974060059e+00,1.030119497720433763e+00
8.802530169486999512e-01,8.857222557344339720e-01
8.531429767608642578e-01,1.174647423689172188e+00
7.591750025749206543e-01,9.719132146429150243e-01
1.005007982254028320e+00,9.453045390674634785e-01
